cliente_id,edad,genero,region,antiguedad_dias,nivel_membresia
818,30,M,Sur,509,Plata
819,60,F,Oeste,1662,Bronce
820,60,M,Centro,313,Plata
821,28,M,Sur,1617,Plata
822,64,M,Norte,1442,Oro
823,40,F,Norte,763,Bronce
824,33,F,Este,681,Oro
825,48,M,Centro,477,Oro
826,28,F,Centro,73,Oro
827,33,F,Norte,1165,Plata
828,25,M,Oeste,582,Plata
829,21,M,Sur,262,Bronce
830,57,M,Oeste,1364,Plata
831,21,M,Oeste,1332,Plata
832,42,F,Norte,245,Plata
833,20,M,Norte,1539,Bronce
834,49,F,Norte,1361,Plata
835,20,F,Este,1599,Plata
836,44,M,Oeste,561,Bronce
837,46,F,Centro,1100,Plata
838,49,M,Sur,175,Plata
839,36,Otro,Este,109,Plata
840,38,F,Centro,183,Bronce
841,22,F,Oeste,192,Bronce
842,35,F,Norte,65,Oro
843,45,M,Oeste,963,Bronce
844,59,F,Sur,1498,Plata
845,39,F,Este,1807,Bronce
846,38,F,Este,1124,Plata
847,23,F,Sur,1568,Bronce
848,18,F,Centro,864,Plata
849,22,M,Centro,1152,Bronce
850,58,M,Este,1476,Bronce
851,29,F,Este,369,Bronce
852,43,M,Norte,851,Bronce
853,63,F,Centro,43,Oro
854,51,F,Sur,1443,Oro
855,31,M,Centro,488,Bronce
856,43,M,Norte,78,Plata
857,62,F,Este,826,Bronce
858,44,M,Este,1294,Plata
859,26,F,Norte,674,Plata
860,43,M,Sur,701,Oro
861,64,F,Este,759,Bronce
862,39,M,Oeste,728,Plata
863,64,F,Este,1339,Bronce
864,47,M,Oeste,925,Oro
865,60,F,Norte,902,Bronce
866,34,M,Norte,889,Plata
867,43,F,Este,993,Plata
868,53,F,Centro,1192,Plata
869,18,M,Oeste,339,Bronce
870,25,M,Sur,193,Oro
871,52,M,Este,1477,Bronce
872,32,F,Sur,283,Plata
873,64,F,Este,1360,Bronce
874,39,F,Centro,390,Bronce
875,31,M,Centro,1000,Plata
876,43,M,Centro,525,Bronce
877,45,F,Centro,1264,Bronce
878,40,F,Norte,1507,Bronce
879,31,Otro,Norte,659,Bronce
880,41,M,Oeste,716,Plata
881,19,F,Sur,1616,Oro
882,62,M,Este,891,Bronce
883,43,M,Este,1579,Bronce
884,31,F,Norte,1482,Bronce
885,24,F,Este,1113,Bronce
886,20,Otro,Norte,1684,Plata
887,64,M,Oeste,1119,Plata
888,40,M,Sur,452,Bronce
889,63,F,Oeste,428,Bronce
890,60,F,Centro,1175,Bronce
891,64,M,Centro,1538,Plata
892,62,M,Centro,1400,Oro
893,35,M,Oeste,1046,Bronce
894,55,F,Este,883,Bronce
895,52,M,Sur,313,Oro
896,32,M,Centro,840,Oro
897,42,M,Centro,519,Bronce
898,54,M,Centro,1230,Bronce
899,45,M,Sur,375,Bronce
900,27,F,Centro,451,Plata
901,56,M,Sur,1650,Bronce
902,34,F,Centro,1808,Bronce
903,56,M,Oeste,1015,Plata
904,39,F,Oeste,595,Bronce
905,43,F,Sur,1203,Plata
906,61,F,Oeste,1234,Bronce
907,42,F,Sur,500,Bronce
908,34,M,Oeste,464,Plata
909,30,M,Oeste,1148,Bronce
910,37,F,Sur,113,Oro
911,42,Otro,Este,1036,Plata
912,21,F,Oeste,1150,Bronce
913,27,F,Centro,1589,Plata
914,20,F,Este,331,Bronce
915,58,M,Sur,1307,Oro
916,62,M,Este,140,Bronce
917,35,F,Norte,1425,Plata
918,64,F,Norte,902,Bronce
919,53,M,Oeste,1121,Bronce
920,64,F,Oeste,517,Plata
921,39,M,Centro,569,Plata
922,51,F,Este,846,Bronce
923,64,M,Norte,1093,Bronce
924,25,M,Oeste,118,Plata
925,57,F,Este,888,Oro
926,61,M,Oeste,1083,Bronce
927,36,F,Oeste,1057,Bronce
928,59,F,Norte,1342,Bronce
929,58,F,Norte,50,Oro
930,54,M,Oeste,1513,Bronce
931,23,M,Sur,19,Bronce
932,43,M,Oeste,726,Plata
933,51,Otro,Oeste,197,Bronce
934,62,F,Centro,1474,Bronce
935,23,F,Centro,559,Bronce
936,54,F,Centro,1703,Bronce
937,50,F,Sur,452,Bronce
938,39,F,Sur,289,Plata
939,38,M,Oeste,1165,Bronce
940,23,F,Centro,1108,Plata
941,23,M,Sur,1718,Plata
942,21,F,Norte,391,Plata
943,47,F,Oeste,1615,Bronce
944,28,F,Este,215,Bronce
945,47,M,Oeste,1550,Bronce
946,48,M,Este,215,Bronce
947,41,M,Centro,1427,Bronce
948,26,M,Este,128,Plata
949,20,M,Centro,1501,Bronce
950,48,F,Norte,760,Bronce
951,57,F,Este,404,Bronce
952,54,M,Oeste,1053,Plata
953,53,M,Centro,1816,Bronce
954,41,M,Oeste,338,Plata
955,48,F,Sur,831,Bronce
956,23,F,Centro,714,Oro
957,19,F,Este,361,Oro
958,37,F,Centro,569,Bronce
959,45,Otro,Oeste,1416,Bronce
960,28,F,Norte,218,Bronce
961,21,M,Centro,1598,Bronce
962,32,F,Este,1693,Plata
963,23,M,Sur,202,Plata
964,47,F,Norte,17,Plata
965,55,M,Sur,322,Plata
966,19,F,Centro,518,Bronce
967,32,F,Oeste,1594,Bronce
968,28,F,Oeste,1349,Plata
969,25,F,Este,1436,Bronce
970,43,M,Oeste,1342,Plata
971,62,M,Norte,681,Bronce
972,61,M,Oeste,1106,Bronce
973,22,M,Este,1498,Oro
974,23,F,Centro,1492,Bronce
975,43,M,Centro,425,Oro
976,21,Otro,Oeste,1755,Oro
977,36,F,Sur,1713,Plata
978,37,F,Centro,1228,Plata
979,50,M,Oeste,1607,Plata
980,37,F,Este,1019,Oro
981,29,F,Oeste,387,Bronce
982,64,F,Centro,778,Bronce
983,18,F,Este,98,Plata
984,43,F,Oeste,1369,Bronce
985,31,M,Norte,208,Bronce
986,55,F,Este,1538,Bronce
987,54,M,Norte,1660,Plata
988,28,M,Sur,1816,Oro
989,53,M,Este,586,Bronce
990,30,M,Norte,166,Oro
991,60,M,Centro,22,Plata
992,20,M,Centro,154,Plata
993,50,Otro,Sur,1463,Plata
994,23,F,Este,1319,Plata
995,27,Otro,Este,219,Bronce
996,22,M,Este,669,Plata
997,40,M,Sur,1519,Bronce
998,27,F,Este,230,Oro
999,61,M,Centro,20,Oro
1000,19,M,Norte,553,Bronce
