cliente_id,edad,genero,region,antiguedad_dias,nivel_membresia,paginas_vistas_7d,tiempo_sesion_min,visitas_7d,busquedas_7d,items_carrito,abandono_carrito,categoria_favorita,compras_30d,compras_90d,ticket_promedio,devolucion_30d,calificacion_promedio,descuento_usado,comprara,genero_cod,membresia_cod,region_cod,categoria_cod
222,28,F,Este,577,Oro,57,3.58,4,46,7,1,Libros,2,16,82.14,0,3.8,1,0,1,2,3,4
223,34,F,Oeste,1643,Oro,52,1.84,15,13,10,0,Ropa,5,10,139.16,0,4.9,0,1,1,2,4,1
224,55,M,Centro,1683,Bronce,110,27.16,14,32,8,0,Electronica,7,1,50.49,1,3.1,1,0,0,0,2,0
225,41,M,Norte,137,Bronce,0,10.47,1,47,1,1,Ropa,5,18,29.08,0,4.3,1,0,0,0,0,1
226,22,F,Este,1698,Bronce,80,0.22,8,9,5,1,Libros,4,6,203.74,0,3.3,0,0,1,0,3,4
227,51,Otro,Centro,428,Plata,65,24.37,6,18,5,0,Libros,3,17,226.41,0,4.5,0,0,2,1,2,4
228,23,F,Sur,1476,Oro,28,59.29,3,29,7,0,Libros,5,7,65.06,0,3.9,0,0,1,2,1,4
229,39,M,Sur,612,Bronce,83,13.97,19,21,9,1,Libros,1,13,10.52,0,3.6,0,1,0,0,1,4
230,28,M,Centro,911,Bronce,69,10.51,17,2,11,0,Deportes,2,6,19.3,0,3.3,1,1,0,0,2,3
231,33,M,Norte,819,Oro,7,31.61,20,36,4,0,Electronica,3,3,78.08,0,3.9,1,1,0,2,0,0
232,50,F,Sur,141,Bronce,28,45.71,3,40,8,0,Deportes,0,16,11.93,0,2.7,1,0,1,0,1,3
233,26,M,Oeste,1107,Plata,111,21.07,27,17,0,0,Libros,4,4,50.46,0,1.4,1,0,0,1,4,4
234,23,F,Centro,177,Oro,50,8.84,12,10,8,1,Hogar,7,11,38.92,0,1.2,1,1,1,2,2,2
235,33,M,Centro,198,Bronce,32,13.46,0,47,9,0,Deportes,3,8,110.24,0,2.9,1,0,0,0,2,3
236,46,F,Sur,624,Plata,2,18.11,27,1,6,1,Libros,5,19,14.57,0,3.4,0,1,1,1,1,4
237,20,F,Norte,1592,Bronce,59,3.24,23,11,3,0,Libros,2,12,63.67,0,1.3,1,1,1,0,0,4
238,37,F,Oeste,691,Bronce,34,8.89,2,5,2,0,Electronica,2,17,79.23,0,2.1,0,1,1,0,4,0
239,53,M,Norte,1445,Plata,68,26.56,15,42,13,1,Ropa,2,19,86.84,0,2.3,1,1,0,1,0,1
240,36,M,Este,401,Bronce,90,15.95,29,39,9,0,Deportes,3,8,51.56,0,3.3,0,1,0,0,3,3
241,43,M,Este,1722,Oro,107,7.95,21,43,14,0,Deportes,2,3,39.03,0,2.1,1,1,0,2,3,3
242,20,F,Sur,471,Plata,75,16.33,3,28,10,0,Deportes,5,7,101.78,0,1.4,1,1,1,1,1,3
243,36,F,Sur,218,Bronce,83,1.89,24,29,13,0,Libros,7,0,160.48,0,1.7,0,1,1,0,1,4
244,37,F,Sur,929,Bronce,108,7.7,22,1,5,0,Electronica,3,16,104.63,1,1.7,1,0,1,0,1,0
245,49,F,Este,1753,Bronce,19,23.63,24,8,11,1,Libros,2,8,225.18,0,4.4,1,1,1,0,3,4
246,24,F,Norte,632,Bronce,72,3.74,15,46,12,1,Libros,0,19,111.06,0,2.1,0,1,1,0,0,4
247,58,M,Norte,951,Bronce,38,3.09,25,1,0,1,Hogar,0,12,125.72,0,3.9,0,1,0,0,0,2
248,50,F,Sur,906,Bronce,3,45.18,18,28,2,0,Electronica,1,1,24.7,0,3.3,1,0,1,0,1,0
249,57,M,Oeste,175,Bronce,114,3.53,0,32,1,0,Deportes,2,12,53.51,0,4.9,0,0,0,0,4,3
250,56,M,Norte,23,Plata,117,4.54,4,9,10,0,Ropa,2,8,63.1,0,2.1,0,1,0,1,0,1
251,35,F,Este,1749,Plata,18,52.41,18,33,12,0,Deportes,3,19,33.69,1,1.6,0,1,1,1,3,3
252,57,M,Centro,235,Plata,101,19.9,21,43,8,0,Libros,3,5,70.15,1,1.2,0,1,0,1,2,4
253,18,M,Centro,1037,Bronce,90,18.04,23,7,2,0,Electronica,6,0,37.49,0,2.0,0,1,0,0,2,0
254,28,F,Centro,1125,Bronce,44,28.75,10,36,12,1,Electronica,7,4,103.05,0,3.7,0,0,1,0,2,0
255,45,M,Oeste,929,Plata,42,1.85,12,32,1,0,Electronica,2,2,60.83,0,1.3,0,0,0,1,4,0
256,42,F,Sur,1560,Bronce,12,18.36,19,46,3,0,Hogar,1,3,59.12,0,2.0,0,0,1,0,1,2
257,40,M,Este,523,Bronce,12,10.51,4,5,14,1,Deportes,7,0,339.05,0,4.4,1,1,0,0,3,3
258,48,M,Oeste,1809,Plata,59,26.5,20,43,13,0,Hogar,2,13,49.86,0,3.3,1,1,0,1,4,2
259,47,M,Este,1476,Plata,56,10.64,3,39,1,1,Ropa,7,8,45.99,0,1.3,0,0,0,1,3,1
260,59,M,Este,431,Plata,85,14.52,3,44,0,1,Libros,5,3,40.69,0,1.2,1,0,0,1,3,4
261,52,F,Sur,793,Bronce,91,9.74,3,18,5,1,Hogar,3,17,190.11,1,1.2,0,1,1,0,1,2
262,24,M,Centro,1630,Plata,51,9.76,3,31,14,0,Hogar,2,13,64.93,0,4.8,1,1,0,1,2,2
263,33,F,Sur,1737,Plata,110,21.91,19,26,9,1,Libros,7,3,83.31,0,4.4,0,0,1,1,1,4
264,43,M,Oeste,533,Plata,52,14.86,20,0,7,0,Electronica,3,9,25.96,0,4.4,1,1,0,1,4,0
265,19,F,Oeste,979,Plata,108,15.05,17,42,9,1,Libros,2,2,72.29,0,4.7,1,1,1,1,4,4
266,18,F,Oeste,1747,Plata,85,8.98,17,32,9,0,Deportes,4,6,35.69,0,3.0,0,1,1,1,4,3
267,29,F,Sur,1676,Plata,42,11.36,15,39,1,0,Libros,3,9,114.94,0,2.0,0,1,1,1,1,4
268,22,M,Este,1317,Bronce,82,20.54,8,31,13,0,Electronica,7,12,152.96,0,2.6,1,1,0,0,3,0
269,54,M,Este,810,Plata,71,26.23,17,4,8,0,Libros,1,3,110.37,0,3.9,0,1,0,1,3,4
270,49,M,Norte,913,Plata,115,17.89,21,16,14,1,Hogar,4,17,114.82,1,4.5,0,1,0,1,0,2
271,26,F,Oeste,1125,Plata,71,38.67,1,7,12,1,Ropa,5,10,67.47,1,2.7,0,1,1,1,4,1
272,58,M,Este,1526,Bronce,41,25.75,20,41,2,1,Hogar,2,3,109.62,0,3.1,0,1,0,0,3,2
273,52,F,Norte,1328,Bronce,89,12.38,3,33,7,0,Ropa,6,13,53.95,0,4.7,0,0,1,0,0,1
274,36,F,Este,871,Oro,111,16.69,11,8,11,1,Libros,5,17,94.33,0,1.4,0,0,1,2,3,4
275,33,M,Oeste,540,Plata,114,39.12,6,22,7,0,Deportes,3,7,33.98,0,4.4,0,0,0,1,4,3
276,20,F,Centro,1024,Oro,25,14.48,14,34,14,1,Libros,4,9,15.78,1,1.6,0,1,1,2,2,4
277,37,M,Oeste,1577,Plata,22,26.13,6,49,2,1,Electronica,5,4,52.68,0,2.9,1,0,0,1,4,0
278,41,M,Sur,1379,Plata,42,17.51,28,6,2,0,Libros,1,6,59.56,0,1.9,1,1,0,1,1,4
279,50,F,Este,1327,Plata,76,12.04,21,14,11,1,Ropa,6,11,33.7,1,3.4,1,1,1,1,3,1
280,41,F,Este,1520,Oro,27,4.15,25,19,14,0,Hogar,3,2,114.07,0,3.2,1,1,1,2,3,2
281,28,F,Sur,1682,Plata,8,8.33,20,49,5,0,Deportes,4,3,16.11,1,2.5,1,0,1,1,1,3
282,25,M,Sur,1792,Plata,19,51.51,16,24,0,0,Libros,5,9,30.16,0,4.5,1,0,0,1,1,4
283,53,M,Centro,227,Bronce,55,16.08,15,2,3,0,Libros,4,3,120.45,0,3.6,1,0,0,0,2,4
284,55,F,Este,1260,Bronce,82,12.47,27,45,0,1,Hogar,4,14,55.98,0,3.9,0,1,1,0,3,2
285,57,F,Este,873,Plata,111,40.54,18,23,13,0,Deportes,5,9,107.74,0,1.6,1,1,1,1,3,3
286,37,F,Centro,892,Bronce,38,13.25,8,33,2,0,Libros,0,15,77.05,0,4.5,0,1,1,0,2,4
287,52,M,Norte,1479,Bronce,50,11.2,13,45,8,0,Libros,2,14,250.81,0,1.7,1,1,0,0,0,4
288,42,F,Centro,1037,Bronce,11,21.36,16,21,13,1,Ropa,7,18,82.86,0,1.9,0,1,1,0,2,1
289,52,M,Oeste,210,Bronce,78,18.71,4,10,13,1,Ropa,3,19,11.2,1,1.5,1,1,0,0,4,1
290,42,M,Este,741,Bronce,94,3.22,1,47,4,1,Electronica,3,18,44.82,0,2.8,0,0,0,0,3,0
291,46,F,Sur,397,Bronce,54,9.56,19,7,11,1,Hogar,6,17,22.35,0,4.6,0,1,1,0,1,2
292,35,M,Oeste,1124,Oro,77,9.59,15,38,4,0,Deportes,6,11,216.83,0,2.0,0,1,0,2,4,3
293,63,F,Este,31,Plata,10,7.13,13,42,10,0,Libros,6,15,18.79,0,2.5,0,1,1,1,3,4
294,35,M,Centro,898,Bronce,25,10.93,13,34,3,0,Libros,3,0,49.24,0,4.4,0,0,0,0,2,4
295,19,M,Oeste,1552,Bronce,41,7.99,26,48,2,0,Electronica,4,15,30.5,0,3.5,0,1,0,0,4,0
296,52,F,Este,649,Plata,26,3.33,0,45,4,1,Libros,6,1,160.04,0,4.0,0,0,1,1,3,4
297,33,F,Norte,329,Bronce,10,7.97,2,37,14,0,Hogar,5,14,39.52,0,1.9,0,1,1,0,0,2
298,58,F,Norte,1190,Plata,37,1.13,25,7,13,1,Electronica,2,6,395.21,0,3.9,1,1,1,1,0,0
299,53,F,Sur,1483,Plata,97,12.86,6,36,10,0,Hogar,1,0,13.15,0,1.9,0,0,1,1,1,2
300,50,F,Este,952,Plata,42,28.83,25,26,3,0,Electronica,3,4,20.98,0,4.9,0,1,1,1,3,0
301,21,F,Norte,1124,Bronce,18,19.38,14,27,7,0,Libros,5,9,30.35,1,3.2,1,0,1,0,0,4
302,50,F,Centro,621,Plata,63,6.7,18,39,3,1,Electronica,2,3,143.33,1,3.8,1,0,1,1,2,0
303,31,M,Este,1197,Bronce,5,1.37,19,33,10,1,Ropa,2,13,178.64,0,1.5,0,1,0,0,3,1
304,38,F,Centro,1773,Oro,45,3.39,1,31,11,1,Deportes,0,12,15.93,0,2.0,0,0,1,2,2,3
305,37,M,Centro,162,Plata,115,11.83,18,14,7,0,Libros,7,0,12.64,0,1.6,1,1,0,1,2,4
306,25,Otro,Norte,1752,Bronce,101,3.48,8,43,5,1,Deportes,5,15,119.18,0,2.6,0,1,2,0,0,3
307,24,F,Este,776,Bronce,112,11.78,18,16,14,0,Libros,3,8,21.45,1,2.1,0,0,1,0,3,4
308,20,M,Oeste,1287,Bronce,41,3.95,26,32,13,0,Deportes,6,15,21.42,0,3.9,1,1,0,0,4,3
309,34,F,Norte,274,Plata,91,28.35,4,46,11,1,Ropa,4,18,11.81,0,1.4,0,1,1,1,0,1
310,50,F,Norte,1027,Bronce,64,7.59,17,45,10,0,Deportes,6,14,14.09,1,4.0,1,1,1,0,0,3
311,29,M,Este,1052,Plata,98,4.23,15,15,4,1,Electronica,2,13,34.49,0,1.2,0,0,0,1,3,0
312,39,F,Este,326,Bronce,103,25.1,3,28,3,0,Deportes,2,19,15.38,0,1.8,1,0,1,0,3,3
313,39,F,Centro,940,Plata,71,6.3,11,8,3,0,Libros,1,9,46.82,0,4.2,1,0,1,1,2,4
314,63,M,Este,1173,Plata,58,1.77,28,32,11,1,Hogar,6,11,153.07,0,4.0,0,1,0,1,3,2
315,47,F,Centro,540,Plata,51,12.67,6,48,3,0,Deportes,7,0,41.6,0,2.9,1,0,1,1,2,3
316,55,M,Norte,488,Plata,117,13.07,13,28,10,1,Deportes,7,16,114.11,0,1.2,1,1,0,1,0,3
317,55,F,Sur,822,Bronce,46,18.81,22,12,12,0,Deportes,0,8,17.89,0,3.4,0,1,1,0,1,3
318,62,Otro,Oeste,1462,Bronce,119,4.12,11,20,12,1,Libros,7,18,96.16,0,2.6,1,1,2,0,4,4
319,25,F,Norte,1089,Plata,6,8.8,2,20,8,0,Deportes,2,17,40.47,0,2.3,0,0,1,1,0,3
320,44,M,Este,356,Bronce,10,4.98,4,4,3,0,Libros,2,6,120.82,0,3.6,1,0,0,0,3,4
321,44,F,Oeste,1557,Bronce,102,1.27,16,9,11,0,Libros,7,8,21.72,0,2.7,0,1,1,0,4,4
322,51,F,Sur,1276,Bronce,60,31.39,25,5,8,0,Hogar,4,11,192.53,0,1.4,0,1,1,0,1,2
323,38,M,Sur,235,Bronce,67,19.58,9,12,12,1,Electronica,4,6,32.23,0,4.7,0,0,0,0,1,0
324,47,F,Centro,227,Bronce,24,5.38,9,0,9,0,Libros,7,13,44.85,0,4.1,0,1,1,0,2,4
325,50,M,Oeste,1549,Oro,11,13.72,10,19,5,0,Ropa,1,14,249.95,0,1.2,0,1,0,2,4,1
326,45,F,Centro,1337,Bronce,25,3.37,16,46,9,0,Deportes,5,14,79.11,0,3.1,1,0,1,0,2,3
327,64,M,Norte,49,Plata,101,33.14,4,45,12,0,Ropa,1,5,46.43,0,1.3,1,1,0,1,0,1
328,50,M,Oeste,118,Bronce,109,1.83,12,7,6,1,Deportes,1,13,249.02,0,4.3,0,0,0,0,4,3
329,22,M,Norte,54,Plata,11,0.06,9,9,11,1,Hogar,7,1,41.93,0,3.5,0,1,0,1,0,2
330,36,F,Centro,1674,Bronce,42,10.46,8,8,9,0,Libros,4,7,17.97,0,1.7,1,0,1,0,2,4
331,21,M,Oeste,565,Oro,50,13.12,16,48,2,1,Electronica,6,12,470.8,0,1.1,0,0,0,2,4,0
332,52,F,Centro,1068,Oro,116,12.98,0,40,7,0,Libros,6,5,34.94,0,1.1,0,0,1,2,2,4
333,34,M,Oeste,53,Bronce,36,0.84,3,2,2,0,Deportes,7,4,162.44,1,3.0,0,0,0,0,4,3
334,61,M,Centro,1610,Oro,45,5.65,3,10,0,1,Electronica,6,4,24.48,0,3.9,0,0,0,2,2,0
335,45,F,Sur,558,Oro,52,10.37,17,11,12,0,Libros,5,0,115.15,0,1.5,0,1,1,2,1,4
336,47,F,Centro,1549,Plata,87,3.66,8,9,12,1,Electronica,4,8,69.46,0,1.9,1,1,1,1,2,0
337,46,M,Sur,1701,Plata,79,30.91,29,24,9,1,Deportes,7,5,326.67,0,2.3,1,1,0,1,1,3
338,63,F,Centro,1126,Bronce,12,1.37,24,48,11,0,Hogar,0,19,74.39,0,1.9,0,1,1,0,2,2
339,23,F,Oeste,1816,Plata,88,10.02,28,48,4,1,Hogar,3,6,12.03,0,2.6,1,1,1,1,4,2
340,52,F,Oeste,1794,Bronce,117,17.64,28,24,1,1,Libros,3,8,84.08,0,3.2,1,1,1,0,4,4
341,58,M,Oeste,868,Bronce,53,4.55,17,10,9,0,Ropa,7,4,22.56,0,3.7,0,1,0,0,4,1
342,54,M,Este,398,Oro,56,14.68,13,35,13,1,Deportes,7,13,138.17,1,4.9,0,1,0,2,3,3
343,41,F,Norte,1162,Bronce,115,26.53,24,38,5,0,Libros,0,4,165.35,0,4.7,0,1,1,0,0,4
344,46,M,Oeste,675,Plata,117,3.17,14,25,12,1,Libros,6,7,62.64,0,3.3,0,1,0,1,4,4
345,63,F,Sur,387,Plata,3,37.37,5,13,9,1,Hogar,3,6,132.31,1,3.9,0,0,1,1,1,2
346,48,F,Oeste,111,Oro,74,12.1,23,38,8,0,Electronica,5,12,22.54,0,4.8,0,1,1,2,4,0
347,52,F,Este,614,Oro,95,5.33,9,39,0,0,Deportes,7,12,64.19,1,1.3,0,0,1,2,3,3
348,50,F,Sur,17,Bronce,48,8.45,28,0,13,1,Electronica,4,7,50.06,0,1.0,1,1,1,0,1,0
349,38,Otro,Este,1804,Bronce,6,5.61,14,3,12,0,Deportes,3,10,85.6,0,1.1,1,1,2,0,3,3
350,49,M,Sur,1206,Bronce,109,19.37,28,29,3,0,Ropa,5,17,13.64,0,3.3,0,1,0,0,1,1
351,40,F,Centro,884,Bronce,10,23.87,3,11,14,0,Hogar,4,18,121.59,0,4.1,1,1,1,0,2,2
352,50,M,Norte,1560,Bronce,91,26.84,17,34,0,0,Ropa,7,5,16.59,1,2.5,1,0,0,0,0,1
353,20,M,Norte,541,Bronce,53,63.78,17,12,0,0,Libros,5,1,95.48,0,3.2,1,1,0,0,0,4
354,35,F,Este,171,Plata,104,23.5,24,30,7,0,Hogar,0,12,11.49,0,3.1,0,1,1,1,3,2
355,42,F,Norte,409,Plata,86,13.8,16,37,13,0,Libros,7,10,152.65,1,1.4,0,1,1,1,0,4
356,59,Otro,Este,740,Bronce,44,6.22,11,42,13,1,Ropa,1,0,25.36,0,2.3,1,0,2,0,3,1
357,48,F,Este,1402,Plata,22,11.8,6,22,12,0,Deportes,0,1,67.97,1,1.1,0,0,1,1,3,3
358,20,M,Este,1212,Bronce,113,0.63,15,3,13,0,Libros,3,16,34.25,0,1.4,0,1,0,0,3,4
359,57,M,Norte,858,Bronce,27,20.49,10,15,10,0,Electronica,4,7,112.6,0,4.2,1,0,0,0,0,0
360,63,F,Este,230,Plata,106,8.86,13,6,14,0,Deportes,5,1,41.01,0,4.3,1,1,1,1,3,3
361,41,M,Norte,119,Plata,110,0.3,2,21,1,0,Deportes,3,5,113.17,0,4.2,1,0,0,1,0,3
362,49,M,Este,1180,Plata,56,0.97,18,28,0,0,Ropa,3,4,36.82,0,3.9,0,0,0,1,3,1
363,64,M,Oeste,784,Bronce,25,7.35,17,10,10,0,Ropa,7,15,121.7,1,4.2,0,1,0,0,4,1
364,39,M,Este,1711,Plata,24,13.14,29,32,7,1,Hogar,1,7,12.49,1,3.7,1,1,0,1,3,2
365,40,M,Sur,465,Plata,53,9.36,9,28,3,1,Hogar,6,18,36.65,0,3.7,0,1,0,1,1,2
366,19,M,Este,104,Plata,28,14.48,5,38,2,1,Electronica,3,15,65.23,0,3.7,0,0,0,1,3,0
367,44,M,Centro,1628,Plata,82,9.82,12,11,12,1,Deportes,1,12,13.69,1,3.1,0,1,0,1,2,3
368,59,M,Este,698,Oro,96,16.26,9,6,11,1,Electronica,4,19,26.47,0,2.5,1,1,0,2,3,0
369,19,Otro,Sur,1819,Plata,35,3.71,17,38,3,0,Electronica,4,6,228.1,0,3.9,1,0,2,1,1,0
370,43,M,Sur,1526,Plata,13,1.8,25,41,13,1,Ropa,5,15,311.21,0,2.2,1,1,0,1,1,1
371,34,M,Norte,1717,Oro,77,13.61,19,47,10,0,Electronica,6,15,117.69,1,3.2,0,1,0,2,0,0
372,57,F,Oeste,1706,Plata,34,9.94,25,25,4,1,Electronica,1,11,33.25,0,2.7,0,1,1,1,4,0
373,50,M,Este,1723,Bronce,29,0.41,15,39,0,1,Libros,0,13,34.14,0,2.1,0,0,0,0,3,4
374,26,F,Norte,175,Plata,91,7.18,24,8,14,0,Hogar,4,17,93.03,0,4.9,1,1,1,1,0,2
375,60,F,Oeste,1758,Bronce,16,1.68,24,40,13,0,Hogar,7,17,20.01,0,2.0,0,1,1,0,4,2
376,56,M,Este,745,Bronce,66,11.37,5,33,10,0,Deportes,6,15,247.0,1,2.2,0,0,0,0,3,3
377,46,M,Centro,1698,Plata,79,7.56,12,44,0,1,Hogar,5,19,30.37,1,1.6,1,0,0,1,2,2
378,59,F,Este,1445,Oro,109,14.25,3,12,2,1,Deportes,0,15,643.39,0,4.3,0,0,1,2,3,3
379,43,F,Sur,1158,Oro,29,24.57,22,35,5,1,Libros,4,12,64.77,0,3.3,0,0,1,2,1,4
380,52,M,Sur,1415,Bronce,115,5.34,13,24,0,0,Hogar,4,8,128.07,1,3.5,1,0,0,0,1,2
381,42,F,Centro,1760,Plata,92,49.09,0,23,13,1,Libros,5,8,10.17,0,4.3,0,1,1,1,2,4
382,41,M,Norte,1525,Bronce,44,11.51,27,43,10,0,Hogar,5,12,185.68,0,2.4,0,1,0,0,0,2
383,30,Otro,Oeste,665,Oro,78,14.45,19,16,11,1,Hogar,2,3,35.18,1,1.8,0,1,2,2,4,2
384,24,M,Este,33,Oro,109,17.12,4,1,14,0,Libros,7,8,98.19,0,1.8,0,1,0,2,3,4
385,53,F,Sur,55,Plata,119,16.48,7,12,1,0,Electronica,3,14,141.34,0,3.9,0,0,1,1,1,0
386,62,F,Norte,519,Plata,88,10.73,11,30,14,0,Electronica,3,13,24.34,0,3.5,1,1,1,1,0,0
387,37,F,Centro,756,Plata,50,8.4,1,28,11,1,Electronica,0,18,56.74,0,1.8,0,0,1,1,2,0
388,18,F,Sur,1662,Plata,101,0.83,11,49,13,1,Electronica,3,11,64.47,0,1.6,1,1,1,1,1,0
389,25,M,Centro,12,Bronce,105,0.34,4,27,6,0,Hogar,0,5,39.93,0,1.5,0,0,0,0,2,2
390,63,M,Este,1552,Bronce,46,6.65,21,26,13,0,Ropa,6,2,62.58,1,3.5,0,1,0,0,3,1
391,33,M,Oeste,720,Plata,52,6.09,4,14,13,1,Libros,4,19,40.56,0,1.0,0,1,0,1,4,4
392,31,M,Sur,555,Plata,63,7.36,12,30,0,0,Ropa,2,15,45.8,0,1.1,1,1,0,1,1,1
393,29,F,Sur,373,Bronce,117,2.23,8,39,12,1,Ropa,2,19,98.53,0,2.6,0,1,1,0,1,1
394,40,M,Este,484,Oro,115,20.1,9,14,13,0,Deportes,7,16,90.1,0,3.8,1,1,0,2,3,3
395,32,M,Norte,973,Bronce,37,29.17,0,32,14,0,Electronica,7,15,31.14,0,3.8,1,1,0,0,0,0
396,45,Otro,Oeste,1671,Plata,63,41.88,29,19,6,1,Hogar,4,5,192.22,0,2.7,1,1,2,1,4,2
397,51,F,Sur,1252,Plata,86,10.17,2,41,14,1,Electronica,5,7,168.9,0,3.8,1,1,1,1,1,0
398,19,F,Oeste,623,Plata,88,18.1,29,11,3,0,Electronica,7,18,66.92,0,3.1,0,1,1,1,4,0
399,49,Otro,Sur,307,Plata,105,29.02,17,36,9,0,Ropa,7,1,55.43,0,4.9,1,1,2,1,1,1
400,40,M,Oeste,457,Bronce,6,8.13,11,8,13,1,Deportes,1,13,47.84,0,1.6,1,0,0,0,4,3
401,39,M,Centro,160,Bronce,21,5.55,28,22,5,0,Electronica,1,11,108.28,0,3.4,1,1,0,0,2,0
402,42,F,Sur,331,Plata,80,41.4,2,7,13,1,Libros,3,16,99.1,0,3.0,0,0,1,1,1,4
403,39,F,Oeste,776,Plata,81,10.88,25,31,7,0,Libros,5,14,27.47,0,1.8,1,1,1,1,4,4
404,39,M,Norte,225,Bronce,112,10.32,24,47,8,0,Electronica,0,17,99.05,0,4.0,0,1,0,0,0,0
405,59,F,Centro,983,Plata,40,2.95,28,13,5,1,Ropa,6,15,33.27,0,2.1,0,1,1,1,2,1
406,23,M,Centro,729,Bronce,73,1.72,29,26,11,1,Ropa,2,12,11.5,0,2.5,1,1,0,0,2,1
407,32,M,Norte,1528,Plata,9,27.69,8,24,10,0,Hogar,3,16,106.11,1,2.5,1,1,0,1,0,2
408,60,F,Oeste,1480,Plata,56,14.28,25,12,12,1,Deportes,7,7,92.8,0,2.0,1,1,1,1,4,3
409,54,F,Este,1069,Bronce,6,5.91,1,20,14,0,Ropa,4,0,52.32,0,2.7,1,0,1,0,3,1
410,50,F,Norte,1238,Bronce,111,3.19,29,44,13,0,Hogar,5,2,69.67,0,2.9,0,1,1,0,0,2
411,25,M,Oeste,1083,Plata,49,12.16,2,30,8,1,Libros,7,15,245.25,0,4.0,0,0,0,1,4,4
412,61,F,Norte,644,Plata,101,13.15,13,36,3,1,Libros,2,1,82.35,1,4.1,1,0,1,1,0,4
413,61,M,Norte,616,Plata,90,3.48,3,47,5,1,Libros,0,14,95.81,0,1.6,0,0,0,1,0,4
414,22,M,Sur,195,Plata,51,28.6,24,42,7,0,Electronica,0,0,15.28,0,3.4,1,1,0,1,1,0
415,56,F,Oeste,489,Plata,32,1.32,18,4,8,0,Deportes,1,8,24.52,0,4.6,0,1,1,1,4,3
416,21,F,Este,157,Oro,0,6.6,12,12,2,0,Hogar,3,15,38.64,0,1.4,0,0,1,2,3,2
417,23,F,Sur,610,Plata,107,17.11,6,27,1,0,Deportes,7,3,72.01,0,2.9,0,0,1,1,1,3
418,62,F,Norte,1250,Bronce,52,4.81,11,42,5,1,Electronica,4,11,129.9,1,4.0,0,1,1,0,0,0
419,49,F,Norte,412,Bronce,59,26.38,2,24,3,0,Hogar,2,0,41.0,0,3.4,1,0,1,0,0,2
420,47,F,Norte,1229,Bronce,33,20.2,22,34,0,1,Hogar,7,0,45.25,0,1.4,0,1,1,0,0,2
421,64,M,Oeste,1103,Plata,3,23.34,22,46,7,0,Ropa,6,6,33.67,0,2.6,0,1,0,1,4,1
422,52,M,Oeste,1148,Bronce,16,1.9,8,38,8,0,Deportes,0,17,33.51,0,3.0,1,1,0,0,4,3
423,57,M,Sur,471,Oro,3,2.27,1,6,13,0,Deportes,7,14,247.86,0,5.0,0,1,0,2,1,3
424,33,M,Este,1242,Plata,42,5.06,28,37,8,0,Ropa,2,12,90.73,0,1.7,1,1,0,1,3,1
425,30,F,Sur,516,Plata,117,10.95,21,31,1,0,Libros,4,15,23.56,0,4.9,0,1,1,1,1,4
426,59,F,Centro,1626,Bronce,89,20.68,8,2,8,1,Electronica,2,6,112.48,0,2.5,0,0,1,0,2,0
427,47,M,Norte,1128,Bronce,3,27.17,11,44,6,0,Deportes,3,15,112.42,0,1.8,1,0,0,0,0,3
428,36,M,Norte,393,Bronce,0,18.28,11,38,4,1,Ropa,1,12,97.84,0,2.7,1,0,0,0,0,1
429,34,F,Norte,631,Bronce,70,39.59,14,36,6,0,Hogar,2,13,21.58,0,3.5,0,1,1,0,0,2
430,36,M,Sur,1669,Bronce,93,20.13,1,49,12,1,Ropa,5,16,51.94,0,1.9,1,0,0,0,1,1
431,45,F,Sur,608,Plata,49,5.49,17,21,8,0,Libros,7,11,19.03,1,2.2,1,1,1,1,1,4
432,43,F,Norte,980,Oro,72,4.62,12,7,7,1,Electronica,1,19,145.7,0,4.4,0,1,1,2,0,0
433,54,F,Sur,434,Oro,60,17.87,13,16,5,0,Libros,4,12,95.18,0,5.0,0,1,1,2,1,4
434,43,F,Oeste,1355,Plata,34,3.21,4,26,12,1,Hogar,1,19,66.61,0,2.3,0,0,1,1,4,2
435,40,F,Oeste,1167,Bronce,7,1.46,25,32,3,1,Hogar,2,14,43.61,0,1.6,0,1,1,0,4,2
436,26,M,Sur,1824,Oro,23,11.4,9,45,12,0,Hogar,2,3,26.29,0,4.2,0,1,0,2,1,2
437,29,F,Norte,540,Oro,82,25.86,11,16,14,0,Hogar,5,1,19.0,1,3.4,1,1,1,2,0,2
438,18,F,Sur,278,Bronce,35,1.6,9,41,0,0,Ropa,0,17,288.52,0,1.4,0,0,1,0,1,1
439,18,M,Sur,233,Plata,49,23.55,23,11,5,1,Hogar,7,1,27.82,0,4.8,1,0,0,1,1,2
440,64,F,Sur,1553,Bronce,115,25.04,10,47,2,0,Hogar,5,14,14.94,0,1.3,0,0,1,0,1,2
441,51,F,Centro,1595,Plata,42,9.87,24,45,5,0,Ropa,2,18,270.92,1,3.5,1,1,1,1,2,1
442,49,F,Oeste,1114,Oro,26,0.89,1,26,5,0,Hogar,6,14,73.69,0,2.7,1,0,1,2,4,2
443,42,F,Este,1516,Bronce,31,2.88,4,47,13,0,Libros,1,19,137.43,0,3.2,0,0,1,0,3,4
444,57,F,Este,1223,Oro,77,18.44,29,7,3,1,Libros,5,9,13.58,1,1.9,0,0,1,2,3,4
445,62,F,Centro,362,Plata,17,18.66,6,22,1,0,Deportes,5,19,76.95,0,3.8,0,0,1,1,2,3
